Platform,URL,ProductName,SKU_Identifier,True_SKU_Identifier,Price,Limit_Price,Price_Status,Scrape_Date,Main_Image_URL,,,,,,,,,
京东,https://item.jd.com/100028611839.html,云米AI电热水器 小蓝调50L,6923185649076,100028611839,594.15,599,价格正常,2026-01-13 09:06:07,
京东,https://item.jd.com/10090536608549.html,云米AI电热水器 小蓝调60L,6923185649083,10090536608549,799.00,728,高价待调整,2026-01-13 09:06:14,
京东,https://item.jd.com/10196615370143.html,云米AI油烟机Smart,6923185649229,10196615370143,999.00,899,高价待调整,2026-01-13 09:06:21,
京东,https://item.jd.com/10120060584804.html,云米AI油烟机Smart,6923185649229,10120060584804,1763.00,899,高价待调整,2026-01-13 09:06:29,
京东,https://item.jd.com/10092678440219.html,super5.0灶具（天然气）,6923185649656,10092678440219,449,449,价格正常,2026-01-13 09:06:36,
京东,https://item.jd.com/10143724381196.html,云米·泉先前置过滤器 Super,6923185649885,10143724381196,581.03,599,价格正常,2026-01-13 09:06:43,
京东,https://item.jd.com/100118324669.html,云米·泉先前置过滤器 Super,6923185649885,100118324669,424.15,599,破价警报,2026-01-13 09:06:57,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185649885.png
京东,https://item.jd.com/100070514318.html,云米AI燃气灶 Super   5.2（天然气）,6923185650348,100070514318,509.15,699,破价警报,2026-01-13 09:07:03,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185650348.png
京东,https://item.jd.com/10143719582452.html,云米·泉先 AI冷热管线机 Super 2E,6923185650966,10143719582452,1066.03,1099,价格正常,2026-01-13 09:07:11,
京东,https://item.jd.com/10101734415931.html,云米油烟机蓝调,6923185650973,10101734415931,849,839,高价待调整,2026-01-13 09:07:18,
京东,https://item.jd.com/10137116625841.html,"即热1000G,MAIN84",6923185651116,10137116625841,1439.1,1599,破价警报,2026-01-13 09:07:25,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185651116.png
京东,https://item.jd.com/100094220985.html,云米·泉先AI管线机Master2S,6923185652526,100094220985,782.13,859,破价警报,2026-01-13 09:07:33,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185652526.png
京东,https://item.jd.com/10111293867587.html,云米·泉先AI管线机Master2S,6923185652526,10111293867587,833.23,859,价格正常,2026-01-13 09:07:41,
京东,https://item.jd.com/100147404904.html,云米AI油烟机 Smart 2 Pro,6923185653516,100147404904,1104.15,1359,破价警报,2026-01-13 09:07:49,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185653516.png
京东,https://item.jd.com/100105676026.html,云米AI净水器昆仑 Super 2S 1200G,6923185653585,100105676026,1641.69,1799,破价警报,2026-01-13 09:07:59,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185653585.png
京东,https://item.jd.com/10105870187513.html,云米·泉先AI净水器蓝调600G+,6923185653592,10105870187513,651.63,749,破价警报,2026-01-13 09:08:08,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185653592.png
京东,https://item.jd.com/10109665694149.html,云米AI净水器Super 2Y 1200G,6923185653981,10109665694149,1043.13,1199,破价警报,2026-01-13 09:08:15,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185653981.png
京东,https://item.jd.com/100152351404.html,云米AI净水器Super 2Y 1200G,6923185653981,100152351404,3239.1,1199,高价待调整,2026-01-13 09:08:22,
京东,https://item.jd.com/100113886253.html,云米AI净水器Super 2Y 1200G,6923185653981,100113886253,1043.13,1199,破价警报,2026-01-13 09:08:29,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185653981.png
京东,https://item.jd.com/100141797446.html,鲜活泉系列 Smart 1000G(小竹泉）,6923185654247,100141797446,965.7,999,破价警报,2026-01-13 09:08:38,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185654247.png
京东,https://item.jd.com/10114588738475.html,云米AI昆仑矿泉净水机 Super 2E 2500,6923185654254,10114588738475,1501.03,1599,破价警报,2026-01-13 09:08:44,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185654254.png
京东,https://item.jd.com/10116378745406.html,云米AI昆仑矿泉净水机 Super 2E 2500,6923185654254,10116378745406,1998.00,1599,高价待调整,2026-01-13 09:08:52,
京东,https://item.jd.com/100147404880.html,云米AI燃气灶power 5.0（天然气）,6923185654377,100147404880,339.15,399,破价警报,2026-01-13 09:09:07,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185654377.png
京东,https://item.jd.com/10206797283677.html,昆仑3 即热矿泉,6923185654445,10206797283677,2327.03,2399,价格正常,2026-01-13 09:09:14,
京东,https://item.jd.com/10187950646301.html,小海豚2 1000G,6923185654865,10187950646301,998.1,899,高价待调整,2026-01-13 09:09:21,
京东,https://item.jd.com/10176913186809.html,蓝调2燃气热水器13L,6923185655688,10176913186809,599.00,699,破价(跟随竞对),2026-01-13 09:09:28,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185655688.png
京东,https://item.jd.com/100167111601.html,蓝调2燃气热水器13L,6923185655688,100167111601,509.15,699,破价(跟随竞对),2026-01-13 09:09:36,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185655688.png
京东,https://item.jd.com/10202290093822.html,昆仑4 弱碱Pro 1400G,6923185655718,10202290093822,2699.00,2699,价格正常,2026-01-13 09:09:44,
京东,https://item.jd.com/100215523232.html,昆仑4 制冰台净,6923185655787,100215523232,2609.13,2999,破价警报,2026-01-13 09:09:52,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185655787.png
京东,https://item.jd.com/10190163229722.html,云米AI冷热管线机Super2 Pro,6923185655794,10190163229722,1551.03,1599,价格正常,2026-01-13 09:09:59,
京东,https://item.jd.com/100216835595.html,云米AI冷热管线机Super2 Pro,6923185655794,100216835595,1391.13,1599,破价警报,2026-01-13 09:10:13,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185655794.png
京东,https://item.jd.com/10190186867694.html,云米AI冷热管线机Super2 Pro,6923185655794,10190186867694,1599.00,1599,价格正常,2026-01-13 09:10:20,
京东,https://item.jd.com/100200100603.html,鲲鹏净热（热魔方）,6923185656098,100200100603,2783.13,3199,破价警报,2026-01-13 09:10:27,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185656098.png
京东,https://item.jd.com/100193851271.html,云米蓝调系列多功能冰沙机,6923185656135,100193851271,1759.12,2099,破价(跟随竞对),2026-01-13 09:10:34,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185656135.png
京东,https://item.jd.com/100270650122.html,云米昆仑3矿泉净水器2S Pro,6923185656593,100270650122,1932.27,1999,破价警报,2026-01-13 09:10:42,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185656593.png
京东,https://item.jd.com/100220432807.html,蓝调2Pro-JSQ30-VGW1641,6923185656869,100220432807,764.15,899,破价警报,2026-01-13 09:10:49,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185656869.png
京东,https://item.jd.com/10089254213735.html,flash烟机+power5.0（天然气）,S2409261034001,10089254213735,1299,1399,破价警报,2026-01-13 09:10:57,d:\price_scraper\price_screenshots\2026-01-13_JD_S2409261034001.png
京东,https://item.jd.com/10101734415932.html,蓝调烟机+power5.0（液）,S2411211436001,10101734415932,1148,1199,破价警报,2026-01-13 09:11:04,d:\price_scraper\price_screenshots\2026-01-13_JD_S2411211436001.png
京东,https://item.jd.com/100309470648.html,云米AI油烟机Super升级,6923185605829,100309470648,1104.15,1499,破价警报,2026-01-13 09:11:18,d:\price_scraper\price_screenshots\2026-01-13_JD_6923185605829.png
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=868834124642,云米AI油烟机Super升级,6923185605829,868834124642,1299,1499,破价(跟随竞对),2026-01-13 09:11:33,https://img.pddpic.com/gaudit-image/2026-01-07/1e1716f030b63fcb0f0f0a8f9484ec9b.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=861508688697,管线机2E,6923185650966,861508688697,1099,1099,正常,2026-01-13 09:11:33,https://img.pddpic.com/gaudit-image/2025-12-12/2df376b084d675e0f302effa06c84265.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=852614628903,云米厨余垃圾处理器  PowerBox 尊享版,6923185610250,852614628903,1099,899,高价待调整,2026-01-13 09:11:33,https://img.pddpic.com/gaudit-image/2025-11-14/8bb98ef3e6ce8984423ab63a786112dc.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=852010588191,蓝调2Pro-JSQ30-VGW1641,6923185656869,852010588191,898.99,899,正常,2026-01-13 09:11:33,https://img.pddpic.com/gaudit-image/2026-01-06/f4142bdf35fecabf7b5ae3151e6c954c.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=850883552953,云米·泉先AI净水器蓝调600G+,6923185653592,850883552953,749,749,正常,2026-01-13 09:11:33,https://img.pddpic.com/gaudit-image/2025-12-13/2f75a25efabe52709911101bc7a5f87f.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=850344043841,云米AI净饮机Super 2,6923185615415,850344043841,1099,1099,正常,2026-01-13 09:11:33,https://img.pddpic.com/gaudit-image/2025-11-06/80e3cb0b64cd8433adfe2a219466882e.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=849648457333,云米AI昆仑矿泉净水机 Super 2E 2500,6923185654254,849648457333,1599,1599,正常,2026-01-13 09:11:33,https://img.pddpic.com/gaudit-image/2025-12-15/bda9e66ffa7e0d086121e82a87150a93.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=774960777953,蓝调2燃气热水器13L,6923185655688,774960777953,593,699,破价(跟随竞对),2026-01-13 09:11:33,https://img.pddpic.com/gaudit-image/2026-01-06/d4cf3dcb4dd57b93a1624b2336751a70.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=764094861934,蒸烤一体机FaceA1,6923185620136,764094861934,2199,1999,高价待调整,2026-01-13 09:11:33,https://img.pddpic.com/gaudit-image/2026-01-07/069c1d7fbc56732d5e27013b687e26f0.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=763759392708,云米AI油烟机 鲲鹏Pro,6923185605379,763759392708,1999,1999,正常,2026-01-13 09:11:33,https://img.pddpic.com/gaudit-image/2026-01-07/3df5eb42c70a8f48c123179c947afa34.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=738372436858,云米AI燃气灶 Super   5.2（天然气）,6923185650348,738372436858,699,699,正常,2026-01-13 09:11:38,https://img.pddpic.com/gaudit-image/2026-01-07/0b834db19d3615372fd6e1529af6e014.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=661859626284,小海豚-40L-2000w热水器,6923185681281,661859626284,399,399,正常,2026-01-13 09:11:38,https://img.pddpic.com/gaudit-image/2026-01-06/37c4511a121f48477f2ec7a4c7dc3c0d.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=657344402006,云米油烟机蓝调,6923185650973,657344402006,839,839,正常,2026-01-13 09:11:38,https://img.pddpic.com/gaudit-image/2026-01-07/148f7376df43f66b5bf18e4eb79b2c68.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=623266189560,super5.0灶具（天然气）,6923185649656,623266189560,439,499,破价警报,2026-01-13 09:11:38,https://img.pddpic.com/gaudit-image/2026-01-07/56097c676ebd734e072b07616b42f4e4.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=604410073495,管线机2S,6923185652526,604410073495,849,859,正常,2026-01-13 09:11:38,https://img.pddpic.com/gaudit-image/2025-12-12/b0fcd8a36745b047da8a761e243e3b87.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=484037745334,云米AI燃气灶power 5.0（天然气）,6923185654377,484037745334,1099,399,高价待调整,2026-01-13 09:11:38,https://img.pddpic.com/gaudit-image/2026-01-07/bad80b8330d0256e64f24619fe3d242b.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=436320010098,云米电热水器X1（60L）,6923185614937,436320010098,486,586,破价警报,2026-01-13 09:11:38,https://img.pddpic.com/gaudit-image/2026-01-06/0870bfbb35be0bf8f28ba7ef406da8c9.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=434684719975,云米AI电热水器 小蓝调60L,6923185649083,434684719975,598.99,699,破价警报,2026-01-13 09:11:38,https://img.pddpic.com/gaudit-image/2026-01-06/ed6ecc55dbbc58b7db192af4edd020e1.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=388827922980,蓝调烟机+power5.0（液）,S2411211436001,388827922980,1169,1199,正常,2026-01-13 09:11:38,https://img.pddpic.com/gaudit-image/2026-01-12/1fe8e91ada10a9f00babf3b4b3bcd879.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=369876178838,免镁棒-60L-3000w热水器,6923185611899,369876178838,699,799,破价警报,2026-01-13 09:11:38,https://img.pddpic.com/gaudit-image/2026-01-06/faecfd4e44e50d30d78de957b5fc6221.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,"即热1000G,MAIN84",6923185651116,364990106384,1583,1599,正常,2026-01-13 09:11:42,https://img.pddpic.com/gaudit-image/2025-12-09/79e619da424d96e298fa799d59328ba2.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,云米·泉先AI净水器蓝调600G+,6923185653684,225501370546,619,559,高价待调整,2026-01-13 09:11:42,https://img.pddpic.com/gaudit-image/2026-01-09/8feb8a237ae03c0671496d19e383ab13.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=220820325711,云米消毒柜（嵌入式）云米版,6923185604303,220820325711,1299,899,高价待调整,2026-01-13 09:11:42,https://img.pddpic.com/gaudit-image/2026-01-07/b940863fc18f817bbed7524d23d32fe2.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=219486126363,云米互联网油烟机Flash,6923185613664,219486126363,831,879,破价警报,2026-01-13 09:11:42,https://img.pddpic.com/gaudit-image/2025-11-03/726f47979092c5b5e47ee405e97f7504.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=216845252864,云米互联网燃气热水器Zero（16L零冷水优享版）,6923185611226,216845252864,979,949,高价待调整,2026-01-13 09:11:42,https://img.pddpic.com/gaudit-image/2026-01-06/81815c07783b6eac0b19877211ef4153.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=209837375742,flash烟机+power5.0（液化气）,S2411211431001,209837375742,1399,1399,正常,2026-01-13 09:11:42,https://img.pddpic.com/gaudit-image/2026-01-09/317c7f1b0ac2f253a58606c7d32d9c25.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=208073193570,云米小厨宝6L,6923185611233,208073193570,280,230,高价待调整,2026-01-13 09:11:42,https://img.pddpic.com/gaudit-image/2026-01-06/ee9f55db76ca773daa4779906edfb432.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=208071231700,1A-60L-3000w热水器,6923185602224,208071231700,699,699,正常,2026-01-13 09:11:42,https://img.pddpic.com/gaudit-image/2025-09-25/70334999a1a80698fe620382e98dba34.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,小海豚2 1000G,6923185654865,205458105137,899,899,正常,2026-01-13 09:11:42,https://img.pddpic.com/gaudit-image/2025-10-24/693abb971b6f27b7bbf51fd3032fb596.jpeg?imageView2/2/w/1700/q/85
淘系,https://detail.tmall.com/item.htm?&id=992850432460&skuId=6129744383760,蓝调2Pro-JSQ30-VGW1641,6923185656869,992850432460,Error,899,脚本错误,2026-01-13 09:11:51,
淘系,http://item.taobao.com/item.htm?id=578994373748,1A-60L-3000w热水器,6923185602224,578994373748,684,699,价格正常,2026-01-13 09:11:59,
淘系,http://item.taobao.com/item.htm?id=599809704990,云米消毒柜（嵌入式）云米版,6923185604303,599809704990,884,899,价格正常,2026-01-13 09:12:07,
淘系,http://item.taobao.com/item.htm?id=928309516277,云米AI油烟机 鲲鹏Pro,6923185605379,928309516277,2499,1999,高价待调整,2026-01-13 09:12:14,
淘系,http://item.taobao.com/item.htm?id=604198801818,云米厨余垃圾处理器  PowerBox 尊享版,6923185610250,604198801818,864,899,破价警报,2026-01-13 09:12:23,d:\price_scraper\price_screenshots\2026-01-13_TB_6923185610250.png
淘系,http://item.taobao.com/item.htm?id=608854445255,云米互联网燃气热水器Zero（16L零冷水优享版）,6923185611226,608854445255,999,949,高价待调整,2026-01-13 09:12:29,
淘系,http://item.taobao.com/item.htm?id=608848370963,云米小厨宝6L,6923185611233,608848370963,299,230,高价待调整,2026-01-13 09:12:37,
淘系,http://item.taobao.com/item.htm?id=616912623546,云米互联网油烟机Flash,6923185613664,616912623546,Not Found,999,抓取失败,2026-01-13 09:12:46,
淘系,https://detail.tmall.com/item.htm?id=828385611984,云米电热水器X1（50L）,6923185614920,828385611984,499,499,价格正常,2026-01-13 09:12:52,
淘系,https://detail.tmall.com/item.htm?id=696518900162&skuId=4943187593982,云米电热水器X1（60L）,6923185614937,696518900162,599,599,价格正常,2026-01-13 09:12:58,
淘系,https://detail.tmall.com/item.htm?id=902116631708&skuId=5759705680450,云米AI净饮机Super 2,6923185615415,902116631708,1099,1099,价格正常,2026-01-13 09:13:06,
淘系,http://item.taobao.com/item.htm?id=678371690118,云米AI电热水器 小蓝调50L,6923185649076,678371690118,699,599,高价待调整,2026-01-13 09:13:14,
淘系,http://item.taobao.com/item.htm?id=678410193065,云米AI电热水器 小蓝调60L,6923185649083,678410193065,799,728,高价待调整,2026-01-13 09:13:21,
淘系,https://detail.tmall.com/item.htm?id=687391859258,云米AI油烟机Smart,6923185649229,687391859258,Error,899,脚本错误,2026-01-13 09:13:27,
淘系,https://detail.tmall.com/item.htm?id=679863140859&skuId=6152274787711,云米AI油烟机 Super,6923185649762,679863140859,1499,1199,高价待调整,2026-01-13 09:13:33,
淘系,http://item.taobao.com/item.htm?id=687328316706&skuId=5400657915501,云米AI燃气灶 Super   5.2（天然气）,6923185650348,687328316706,699,699,价格正常,2026-01-13 09:13:41,
淘系,https://detail.tmall.com/item.htm?&id=818563300013&skuId=5519445640124,管线机2E,6923185650966,818563300013,1099,1099,价格正常,2026-01-13 09:13:48,
淘系,http://item.taobao.com/item.htm?id=709917241787,云米油烟机蓝调,6923185650973,709917241787,Not Found,839,抓取失败,2026-01-13 09:13:57,
淘系,https://detail.tmall.com/item.htm?&id=818443225222&skuId=5688219802644,管线机2S,6923185652526,818443225222,864,859,高价待调整,2026-01-13 09:14:03,
淘系,https://detail.tmall.com/item.htm?id=825323478418&skuId=5714695607894,云米AI油烟机 Smart 2 Pro,6923185653516,825323478418,1699,1359,高价待调整,2026-01-13 09:14:10,
淘系,https://detail.tmall.com/item.htm?&id=975430836279&skuId=6127230887124,云米·泉先AI净水器蓝调600G+,6923185653592,975430836279,677,749,破价(跟随竞对),2026-01-13 09:14:18,d:\price_scraper\price_screenshots\2026-01-13_TB_6923185653592.png
淘系,https://detail.tmall.com/item.htm?&id=625597690034&skuId=5906318729498,云米·泉先AI净水器蓝调600G+,6923185653592,625597690034,714,749,破价(跟随竞对),2026-01-13 09:14:26,d:\price_scraper\price_screenshots\2026-01-13_TB_6923185653592.png
淘系,https://detail.tmall.com/item.htm?id=671890389960&skuId=6119280170872,云米AI净水器Super 2Y 1200G,6923185653981,671890389960,1299,1199,高价待调整,2026-01-13 09:14:33,
淘系,https://detail.tmall.com/item.htm?&id=831641379841&skuId=5932143705073,云米AI昆仑矿泉净水机 Super 2E 2500,6923185654254,831641379841,1699,1599,高价待调整,2026-01-13 09:14:39,
淘系,https://detail.tmall.com/item.htm?&id=839616605159,云米AI燃气灶power 5.0（天然气）,6923185654377,839616605159,Error,399,脚本错误,2026-01-13 09:14:57,
淘系,https://detail.tmall.com/item.htm?&id=839274619649&skuId=5932213893350,昆仑3 即热矿泉,6923185654445,839274619649,2299,2399,破价警报,2026-01-13 09:15:04,d:\price_scraper\price_screenshots\2026-01-13_TB_6923185654445.png
淘系,https://detail.tmall.com/item.htm?id=622906064684,蓝调2燃气热水器13L,6923185655688,622906064684,Error,699,脚本错误,2026-01-13 09:15:21,
淘系,https://detail.tmall.com/item.htm?&id=935542865349&skuId=5999562492773,昆仑4 弱碱Pro 1400G,6923185655718,935542865349,2899,2699,高价待调整,2026-01-13 09:15:27,
淘系,https://detail.tmall.com/item.htm?&id=1008507536404&skuId=6004590737390,昆仑4 制冰台净,6923185655787,1008507536404,3099,2999,高价待调整,2026-01-13 09:15:34,
淘系,http://item.taobao.com/item.htm?id=954285336663,云米蓝调系列多功能冰沙机,6923185656135,954285336663,1599,2099,破价警报,2026-01-13 09:15:41,d:\price_scraper\price_screenshots\2026-01-13_TB_6923185656135.png
淘系,https://detail.tmall.com/item.htm?&id=980169298266&skuId=6103649806591,云米昆仑3矿泉净水器2S Pro,6923185656593,980169298266,1999,1999,价格正常,2026-01-13 09:15:48,
淘系,https://detail.tmall.com/item.htm?&id=679863140859&skuId=6152274787711,云米AI油烟机Super升级,6923185605829,679863140859,1499,1499,价格正常,2026-01-13 09:15:56,
米家有品,https://m.xiaomiyoupin.com/detail?gid=103805,云米消毒柜（嵌入式）云米版,6923185604303,default,Not Found,899,未知,2026-01-13 09:16:04,
米家有品,https://m.xiaomiyoupin.com/detail?gid=176640,云米AI油烟机 鲲鹏Pro,6923185605379,单烟机,1999,1999,价格正常,2026-01-13 09:16:09,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185605379_1768266969133.png
米家有品,https://m.xiaomiyoupin.com/detail?gid=115279,云米厨余垃圾处理器  PowerBox 尊享版,6923185610250,default,899,899,价格正常,2026-01-13 09:16:13,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185610250_1768266973157.png
米家有品,https://www.xiaomiyoupin.com/detail?gid=170215,云米互联网燃气热水器Zero（16L零冷水优享版）,6923185611226,default,779,949,破价警报,2026-01-13 09:16:17,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185611226_1768266977545.png
米家有品,https://m.xiaomiyoupin.com/detail?gid=169923,云米小厨宝6L,6923185611233,default,235,230,高价待调整,2026-01-13 09:16:21,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185611233_1768266981505.png
米家有品,https://www.xiaomiyoupin.com/detail?gid=171444,云米互联网油烟机Flash,6923185613664,"烟机,单烟机",899,1599,破价(跟随竞对),2026-01-13 09:16:27,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185613664_1768266986807.png
米家有品,https://m.xiaomiyoupin.com/detail?gid=169944,云米电热水器X1（50L）,6923185614920,50L,559,669,破价(跟随竞对),2026-01-13 09:16:31,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185614920_1768266991496.png
米家有品,https://m.xiaomiyoupin.com/detail?gid=169911,云米AI电热水器 小蓝调50L,6923185649076,50,659,599,高价待调整,2026-01-13 09:16:36,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185649076_1768266995980.png
米家有品,https://www.xiaomiyoupin.com/detail?gid=169911,云米AI电热水器 小蓝调60L,6923185649083,60,729,728,高价待调整,2026-01-13 09:16:41,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185649083_1768267001109.png
米家有品,https://www.xiaomiyoupin.com/detail?gid=171459,云米AI油烟机Smart,6923185649229,default,Not Found,899,未知,2026-01-13 09:16:43,
米家有品,https://m.xiaomiyoupin.com/detail?gid=171425,云米AI油烟机 Super,6923185649762,"单烟机[0],单烟机[1]",949,1199,破价警报,2026-01-13 09:16:48,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185649762_1768267008529.png
米家有品,https://m.xiaomiyoupin.com/detail?gid=171451,云米AI燃气灶 Super   5.2（天然气）,6923185650348,"天然气,5.2系列天然气",1329,699,高价待调整,2026-01-13 09:16:54,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185650348_1768267014061.png
米家有品,https://m.xiaomiyoupin.com/detail?gid=171512,云米油烟机蓝调,6923185650973,"天然气,单烟机",899,839,高价待调整,2026-01-13 09:16:59,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185650973_1768267019282.png
米家有品,https://www.xiaomiyoupin.com/detail?gid=176835,云米AI油烟机 Smart 2 Pro,6923185653516,单烟机,1199,1359,破价(跟随竞对),2026-01-13 09:17:04,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185653516_1768267024455.png
米家有品,https://www.xiaomiyoupin.com/detail?gid=176105,蓝调2燃气热水器13L,6923185655688,default,509,699,破价警报,2026-01-13 09:17:08,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185655688_1768267028618.png
米家有品,https://www.xiaomiyoupin.com/detail?gid=178114,云米蓝调系列多功能冰沙机,6923185656135,default,1999,2099,破价(跟随竞对),2026-01-13 09:17:13,d:\price_scraper\price_screenshots\2026-01-13_YP_6923185656135_1768267032740.png京东,https://item.jd.com/10094509029495.html,1A-60L-3000w热水器,6923185602224,10094509029495,Not Found,699,抓取失败,2026-01-15 15:57:23,d:\price_scraper\error_screenshots\fail_JD_0.png
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=868834124642,云米AI油烟机Super升级,6923185605829,868834124642,1299,1499,破价(跟随竞对),2026-01-15 16:28:32,https://img.pddpic.com/gaudit-image/2026-01-07/1e1716f030b63fcb0f0f0a8f9484ec9b.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=861508688697,管线机2E,6923185650966,861508688697,1099,1099,正常,2026-01-15 16:28:32,https://img.pddpic.com/gaudit-image/2025-12-12/2df376b084d675e0f302effa06c84265.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=852614628903,云米厨余垃圾处理器  PowerBox 尊享版,6923185610250,852614628903,1099,899,高价待调整,2026-01-15 16:28:32,https://img.pddpic.com/gaudit-image/2025-11-14/8bb98ef3e6ce8984423ab63a786112dc.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=852010588191,蓝调2Pro-JSQ30-VGW1641,6923185656869,852010588191,898.99,899,正常,2026-01-15 16:28:32,https://img.pddpic.com/gaudit-image/2026-01-06/f4142bdf35fecabf7b5ae3151e6c954c.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=850883552953,云米·泉先AI净水器蓝调600G+,6923185653592,850883552953,749,749,正常,2026-01-15 16:28:32,https://img.pddpic.com/gaudit-image/2025-12-13/2f75a25efabe52709911101bc7a5f87f.jpeg?imageView2/2/w/1700/q/85
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=850344043841,云米AI净饮机Super 2,6923185615415,850344043841,1099,1099,正常,2026-01-15 16:28:32,https://img.pddpic.com/gaudit-image/2025-11-06/80e3cb0b64cd8433adfe2a219466882e.jpeg?imageView2/2/w/1700/q/85
